Año,Dia,Estado,Fecha,Fecha de corte,Mes,Motivo,Número de registros (agrupación),Orden de trabajo generada,Responsable,Situación reportada,Tipo de servicio,Demora en respuesta,Latitud,Longitud,Número,Número de registros
2021,lunes,Finalizado,26/07/2021 09:14,27/07/2021 11:52,julio,Agua: arrojo de aguas servidas domiciliarias a la via pública,1,SI,GUSTAVO SPALTRO,Agua: arrojo de aguas servidas domiciliarias a la via pública,Control ambiental - Dir. de Control Urbano,1,-36.913.998,-60.318.745,10912,
2021,lunes,Finalizado,26/07/2021 10:33,27/07/2021 10:58,julio,Malezas o basura acumulada: en espacio público (veredas),1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio público (veredas),Higiene y control urbano - Dir. de Control Urbano,1,-36.886.154,-60.296.886,10913,
2021,lunes,En proceso de resolución de revisión,26/07/2021 10:49,25/08/2021 10:49,julio,Vialidad,1,NO,GUSTAVO SPALTRO,Reductor de velocidad: solicitar nuevo,Vialidad - Dir. de Control Urbano,30,-36.914.948,-60.319.057,10914,
2021,lunes,Finalizado,26/07/2021 11:40,28/07/2021 11:14,julio,Calidad de alimentos: corte de cadena de frío,1,SI,SOFIA MARTINEZ,Calidad de alimentos: corte de cadena de frío,Habilitaciones - Dir. de Bromatologia,2,-36.894.108,-60.324.013,10915,
2021,lunes,Finalizado,26/07/2021 11:45,28/07/2021 08:34,julio,Higiene y limpieza comercial,1,SI,SOFIA MARTINEZ,Higiene y limpieza comercial,Habilitaciones - Dir. de Bromatologia,2,-36.894.108,-60.324.013,10916,
2021,lunes,Finalizado,26/07/2021 12:53,26/07/2021 13:12,julio,Mobiliario: luminaria sin funcionamiento,1,SI,JULIO FERRARO,Mobiliario: luminaria sin funcionamiento,"Parques, plazas y espacios públicos - Dir. de Desarrollo Urbano",0,-36.906.837,-60.330.555,10917,
2021,lunes,En proceso de resolución de revisión,26/07/2021 13:00,10/08/2021 13:00,julio,Obras públicas,1,NO,FABIAN RUBARE,Iluminación: lámpara sin funcionamiento o deficiente,Obras públicas - Dir. de Desarrollo Urbano,15,-36.906.837,-60.330.555,10918,
2021,martes,En proceso de resolución de revisión,27/07/2021 10:51,26/08/2021 14:31,julio,Estacionamiento medido,1,NO,ESTEFANIA DISALVO,Emisión erronea,Estacionamiento medido: Multas,30,-36.891.987,-60.322.952,10919,
2021,martes,Cancelado,27/07/2021 11:28,27/07/2021 15:32,julio,Otros servicios no contemplados,1,NO,GUSTAVO SPALTRO,Otra situación no contemplada,Tránsito,0,-3.689.315,-60.321.556,10920,
2021,martes,En proceso de resolución de revisión,27/07/2021 11:30,11/08/2021 11:30,julio,Habilitaciones,1,SI,PILAR CIARDELLI,Falta de habilitación,Habilitaciones - Dir. de Habilitaciones,15,-36.894.157,-60.324.211,10921,
2021,martes,Finalizado,27/07/2021 11:37,28/07/2021 13:02,julio,"Ruidos molestos: en industria, taller o comercio",1,SI,GUSTAVO SPALTRO,"Ruidos molestos: en industria, taller o comercio",Control ambiental - Dir. de Control Urbano,1,-36.904.026,-6.030.492,10922,
2021,miércoles,En proceso de resolución de revisión,28/07/2021 18:45,17/08/2021 19:53,julio,"Parques, plazas y espacios públicos",1,SI,FEDERICO VIDAL,Otra situación no contemplada,"Parques, plazas y espacios públicos - Dirección de Espacios Verdes",20,-36.911.278,-60.327.557,10923,
2021,jueves,Finalizado,29/07/2021 10:14,29/07/2021 12:59,julio,Animales domésticos: crianza inadecuada,1,SI,ANDRES CASTRO,Animales domésticos: crianza inadecuada,Veterinaria - Dir. de Bromatologia,0,-36.886.227,-60.307.518,10924,
2021,viernes,En proceso de resolución de revisión,30/07/2021 10:16,13/09/2021 10:16,julio,Obras públicas,1,NO,IVAN ROBBIANI,Calles urbanas: calzada asfáltica con baches,Obras públicas - Dir. de Mantenimiento Urbano,45,-36.895.119,-60.339.149,10925,
2021,viernes,En proceso de resolución de revisión,30/07/2021 10:29,06/08/2021 10:29,julio,Árboles en la vía pública,1,SI,ANA GEOGHEGAN,Arbolado: pedido de extracción en via pública,Árboles en la vía pública,7,-36.895.779,-60.340.008,10926,
2021,viernes,En proceso de resolución de revisión,30/07/2021 10:48,29/08/2021 10:48,julio,Obras públicas,1,NO,WALTER CABRI,Calles urbanas: reclamo por obra sin terminar,Obras públicas - Dir. de Pavimento,30,-36.880.329,-60.325.554,10927,
2021,viernes,Finalizado,30/07/2021 10:58,30/07/2021 11:14,julio,Malezas o basura acumulada: en espacio público (veredas),1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio público (veredas),Higiene y control urbano - Dir. de Control Urbano,0,-36.878.166,-60.321.747,10928,
2021,viernes,En proceso de resolución de revisión,30/07/2021 12:26,27/11/2021 12:26,julio,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio público (veredas de terrenos cerrados),Higiene y control urbano - Dir. de Catastro,120,-36.920.639,-60.310.261,10929,
2021,viernes,Finalizado,30/07/2021 13:10,24/01/2022 12:09,julio,Animales domésticos: denunciar mordeduras,1,SI,SOFIA MARTINEZ,Animales domésticos: denunciar mordeduras,Veterinaria - Dir. de Bromatologia,178,-3.689.687,-60.304.955,10930,
2021,lunes,Finalizado,02/08/2021 07:29,19/08/2021 13:45,agosto,Agua: arrojo de aguas servidas domiciliarias a la via pública,1,SI,GUSTAVO SPALTRO,Agua: arrojo de aguas servidas domiciliarias a la via pública,Control ambiental - Dir. de Control Urbano,17,-36.913.536,-60.318.485,10931,
2021,lunes,En proceso de resolución de revisión,02/08/2021 09:08,09/08/2021 09:08,agosto,Obras públicas,1,SI,EMANUEL LAPORTILLA,Cloacas: rotura de caño,Obras públicas - Dir. de Contralor de Servicios,7,-36.906.178,-60.314.884,10932,
2021,lunes,En proceso de resolución de revisión,02/08/2021 11:41,09/08/2021 11:41,agosto,Obras públicas,1,SI,GASTON GARCIA,Otra situación no contemplada,Obras particulares,7,-36.894.951,-60.304.283,10933,
2021,lunes,En En proceso de resolución de resolución,02/08/2021 12:08,28/07/2022 12:08,enero,Obras públicas,1,SI,JULIO FERRARO,Cloacas: pedido de ampliación de red,Obras públicas - Pedidos de obra,360,-36.899.307,-60.305.637,10934,
2021,martes,Finalizado,03/08/2021 08:49,03/08/2021 08:50,agosto,En estado o inclinación peligrosa: postes (Telefonica),1,NO,ADRIAN GUEVARA,En estado o inclinación peligrosa: postes (Telefonica),Higiene y control urbano - Defensa Civil,0,-36.888.157,-60.317.657,10935,
2021,martes,Finalizado,03/08/2021 08:53,20/08/2021 14:02,agosto,En estado o inclinación peligrosa: postes (Telefonica),1,NO,ADRIAN GUEVARA,En estado o inclinación peligrosa: postes (Telefonica),Higiene y control urbano - Defensa Civil,17,-36.875.877,-60.323.166,10936,
2021,martes,Finalizado,03/08/2021 09:00,03/08/2021 09:00,agosto,Derrames en vía pública,1,NO,ADRIAN GUEVARA,Derrames en vía pública,Higiene y control urbano - Defensa Civil,0,-36.895.885,-6.030.645,10937,
2021,martes,Finalizado,03/08/2021 10:53,24/01/2022 12:10,agosto,Animales domésticos: sueltos en la via pública,1,SI,SOFIA MARTINEZ,Animales domésticos: sueltos en la via pública,Veterinaria - Dir. de Bromatologia,174,-36.919.525,-60.326.492,10938,
2021,martes,Finalizado,03/08/2021 11:19,03/08/2021 11:29,agosto,Recolección de residuos domiliciarios: no hay recolección,1,SI,EMANUEL LAPORTILLA,Recolección de residuos domiliciarios: no hay recolección,Higiene y control urbano - Dir. de Contralor de Servicio,0,-36.935.169,-6.028.199,10939,
2021,martes,Finalizado,03/08/2021 11:41,17/08/2021 07:25,agosto,Recolección de residuos inertes (poda),1,SI,EMANUEL LAPORTILLA,Recolección de residuos inertes (poda),Higiene y control urbano - Dir. de Contralor de Servicio,14,-36.909.992,-60.315.842,10940,
2021,martes,En proceso de resolución de revisión,03/08/2021 12:37,01/12/2021 12:37,agosto,Higiene y control urbano,1,NO,IVAN ROBBIANI,Basural a cielo abierto,Higiene y control urbano - Dir. de Mantenimiento Urbano,120,-36.928.299,-60.323.395,10941,
2021,miércoles,Finalizado,04/08/2021 08:48,05/08/2021 08:43,agosto,Calidad de alimentos: venta de alimentos con fecha caducada,1,SI,SOFIA MARTINEZ,Calidad de alimentos: venta de alimentos con fecha caducada,Habilitaciones - Dir. de Bromatologia,1,-36.893.745,-60.342.468,10942,
2021,miercoles,En proceso de resolución de revisión,04/08/2021 09:31,03/09/2021 09:31,agosto,Obras públicas,1,SI,EMANUEL LAPORTILLA,Cloacas: denuncia por condiciones de obra,Obras públicas - Dir. de Contralor de Servicios,30,-36.892.994,-60.303.749,10943,
2021,miercoles,En proceso de resolución de revisión,04/08/2021 10:36,19/08/2021 10:36,agosto,Habilitaciones,1,SI,PILAR CIARDELLI,Falta de habilitación,Habilitaciones - Dir. de Habilitaciones,15,-36.895.157,-60.322.411,10944,
2021,miércoles,Finalizado,04/08/2021 10:48,20/08/2021 07:28,agosto,Recolección de residuos domiliciarios: recolectores ensucian la vía pública,1,SI,EMANUEL LAPORTILLA,Recolección de residuos domiliciarios: recolectores ensucian la vía pública,Higiene y control urbano - Dir. de Contralor de Servicio,16,-36.893.959,-60.295.605,10945,
2021,miércoles,Finalizado,04/08/2021 12:47,06/08/2021 08:40,agosto,Recolección de residuos domiliciarios: no hay recolección,1,SI,EMANUEL LAPORTILLA,Recolección de residuos domiliciarios: no hay recolección,Higiene y control urbano - Dir. de Contralor de Servicio,2,-36.896.294,-60.350.998,10946,
2021,miercoles,En proceso de resolución de revisión,04/08/2021 13:43,24/08/2021 13:43,agosto,Delegaciones,1,NO,CÉSAR BOURNOT,Otra situación no contemplada,Delegaciones,20,-3.687.698,-60.180.645,10947,
2021,jueves,Finalizado,05/08/2021 08:29,11/08/2021 08:44,agosto,"Ruidos molestos: en industria, taller o comercio",1,SI,GUSTAVO SPALTRO,"Ruidos molestos: en industria, taller o comercio",Control ambiental - Dir. de Control Urbano,6,-36.887.924,-60.311.939,10948,
2021,jueves,Finalizado,05/08/2021 08:55,06/08/2021 12:19,agosto,Control de plagas / roedores,1,SI,SOFIA MARTINEZ,Control de plagas / roedores,Zoonosis - Dir. de Bromatologia,1,-36.879.986,-60.327.579,10949,
2021,jueves,En proceso de resolución de revisión,05/08/2021 10:13,08/08/2021 10:13,febrero,Zoonosis,1,NO,HUGO SANTONJA,Animales no domésticos: sueltos en la via pública,Zoonosis - Dir. de Agropecuaria,3,-3.687.571,-60.324.539,10950,
2021,jueves,En proceso de resolución de revisión,05/08/2021 10:16,19/09/2021 10:16,agosto,Obras públicas,1,NO,IVAN ROBBIANI,Calles urbanas: calzada asfáltica con baches,Obras públicas - Dir. de Mantenimiento Urbano,45,-3.687.896,-60.328.876,10951,
2021,jueves,Cancelado,05/08/2021 11:51,05/08/2021 12:13,agosto,Zoonosis,1,NO,GUSTAVO SPALTRO,Calles urbanas,Obras públicas,0,-3.692.057,-60.294.273,10952,
2021,jueves,En proceso de resolución de revisión,05/08/2021 13:00,12/08/2021 13:00,agosto,Árboles en la vía pública,1,SI,ANA GEOGHEGAN,Arbolado: pedido de poda en vía pública,Árboles en la vía pública,7,-36.904.171,-60.313.095,10953,
2021,jueves,Finalizado,05/08/2021 13:11,19/08/2021 13:44,agosto,Agua: arrojo de aguas servidas domiciliarias a la via pública,1,SI,GUSTAVO SPALTRO,Agua: arrojo de aguas servidas domiciliarias a la via pública,Control ambiental - Dir. de Control Urbano,14,-36.895.763,-60.339.977,10954,
2021,viernes,Finalizado,06/08/2021 11:07,24/01/2022 12:10,agosto,Animales domésticos: sueltos en la via pública,1,SI,SOFIA MARTINEZ,Animales domésticos: sueltos en la via pública,Veterinaria - Dir. de Bromatologia,171,-36.909.256,-60.331.673,10955,
2021,viernes,En proceso de resolución de revisión,06/08/2021 11:33,04/12/2021 11:33,agosto,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (baldío abierto),Higiene y control urbano - Dir. de Catastro,120,-36.875.877,-60.335.781,10956,
2021,viernes,En proceso de resolución de revisión,06/08/2021 12:41,04/12/2021 12:41,agosto,Higiene y control urbano,1,NO,IVAN ROBBIANI,Basural a cielo abierto,Higiene y control urbano - Dir. de Mantenimiento Urbano,120,-36.918.217,-60.333.481,10957,
2021,viernes,En proceso de resolución de revisión,06/08/2021 13:06,04/12/2021 13:06,enero,Obras públicas,1,NO,JULIO FERRARO,Otra situación no contemplada,Obras públicas - Pedidos de obra,120,-36.896.294,-60.350.998,10958,
2021,lunes,Finalizado,09/08/2021 11:16,09/08/2021 11:19,agosto,Control de plagas / fumigación: tucura y cotorras,1,SI,SOFIA MARTINEZ,Control de plagas / fumigación: tucura y cotorras,Zoonosis - Dir. de Agropecuaria,0,-36.876.133,-60.313.442,10959,
2021,lunes,Finalizado,09/08/2021 11:24,27/08/2021 08:43,agosto,Recolección de residuos domiliciarios: no hay recolección,1,SI,EMANUEL LAPORTILLA,Recolección de residuos domiliciarios: no hay recolección,Higiene y control urbano - Dir. de Contralor de Servicio,18,-36.921.936,-60.320.568,10960,
2021,lunes,Finalizado,09/08/2021 11:31,11/08/2021 08:52,agosto,Control de plagas / fumigación: mosquitos (dengue),1,SI,SOFIA MARTINEZ,Control de plagas / fumigación: mosquitos (dengue),Zoonosis - Dir. de Bromatologia,2,-36.876.133,-60.313.442,10961,
2021,lunes,Finalizado,09/08/2021 11:37,24/01/2022 12:10,agosto,Animales domésticos: sueltos en la via pública,1,SI,SOFIA MARTINEZ,Animales domésticos: sueltos en la via pública,Veterinaria - Dir. de Bromatologia,168,-36.904.995,-60.305.721,10962,
2021,lunes,Cancelado,09/08/2021 11:58,09/08/2021 19:14,agosto,Higiene y control urbano,1,SI,SOFIA MARTINEZ,Animales domésticos: sueltos en la via pública,Zoonosis,0,-36.927.696,-60.294.586,10963,
2021,lunes,Finalizado,09/08/2021 12:33,27/08/2021 07:29,agosto,Agua: arrojo de aguas servidas domiciliarias a la via pública,1,SI,GUSTAVO SPALTRO,Agua: arrojo de aguas servidas domiciliarias a la via pública,Control ambiental - Dir. de Control Urbano,18,-36.927.418,-60.167.988,10964,
2021,lunes,Finalizado,09/08/2021 12:57,17/08/2021 12:26,agosto,Estacionamiento: vehículos abandonados,1,NO,GUSTAVO SPALTRO,Estacionamiento: vehículos abandonados,Tránsito,8,-3.691.383,-60.314.724,10965,
2021,lunes,Cancelado,09/08/2021 22:41,10/08/2021 08:13,agosto,Zoonosis,1,NO,GUSTAVO SPALTRO,Calles urbanas,Obras públicas,0,-36.917.461,-60.332.302,10966,
2021,lunes,En proceso de resolución de revisión,09/08/2021 22:48,08/12/2021 08:18,agosto,Higiene y control urbano,1,NO,IVAN ROBBIANI,Basural a cielo abierto,Higiene y control urbano - Dir. de Mantenimiento Urbano,120,-36.917.667,-60.332.253,10967,
2021,martes,Finalizado,10/08/2021 11:47,19/08/2021 13:40,agosto,Malezas o basura acumulada: en espacio público (veredas),1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio público (veredas),Higiene y control urbano - Dir. de Control Urbano,9,-36.894.531,-60.309.361,10968,
2021,martes,Finalizado,10/08/2021 11:59,17/08/2021 12:23,agosto,Estacionamiento: vehículos estacionados en lugar no permitido,1,NO,GUSTAVO SPALTRO,Estacionamiento: vehículos estacionados en lugar no permitido,Tránsito,7,-36.876.366,-60.312.138,10969,
2021,martes,Cancelado,10/08/2021 12:49,11/08/2021 11:02,agosto,Tránsito,1,SI,GUSTAVO SPALTRO,Malezas o basura acumulada: en espacio público,Higiene y control urbano,1,-36.905.193,-60.299.854,10970,
2021,martes,Finalizado,10/08/2021 13:32,24/01/2022 12:10,agosto,Animales domésticos: crianza inadecuada,1,SI,ANDRES CASTRO,Animales domésticos: crianza inadecuada,Veterinaria - Dir. de Bromatologia,167,-369.105,-60.323.143,10971,
2021,miércoles,Finalizado,11/08/2021 10:16,20/08/2021 07:36,agosto,Recolección de residuos domiliciarios: recolectores ensucian la vía pública,1,SI,EMANUEL LAPORTILLA,Recolección de residuos domiliciarios: recolectores ensucian la vía pública,Higiene y control urbano - Dir. de Contralor de Servicio,9,-36.890.202,-60.323.036,10972,
2021,miércoles,En proceso de resolución de revisión,11/08/2021 11:14,25/09/2021 11:14,agosto,Obras públicas,1,NO,IVAN ROBBIANI,Calles urbanas: calzada de tierra con baches,Obras públicas - Dir. de Mantenimiento Urbano,45,-36.918.507,-60.313.847,10973,
2021,miércoles,En proceso de resolución de revisión,11/08/2021 13:11,26/08/2021 13:11,agosto,"Parques, plazas y espacios públicos",1,SI,FEDERICO VIDAL,Plantas: pedido de poda,"Parques, plazas y espacios públicos - Dirección de Espacios Verdes",15,-36.900.024,-60.298.126,10974,
2021,miércoles,En proceso de resolución de revisión,11/08/2021 14:10,01/09/2021 08:01,agosto,"Parques, plazas y espacios públicos",1,SI,FEDERICO VIDAL,Otra situación no contemplada,"Parques, plazas y espacios públicos - Dirección de Espacios Verdes",21,-36.888.397,-60.320.713,10975,
2021,jueves,En proceso de resolución de revisión,12/08/2021 09:16,19/08/2021 09:16,agosto,Árboles en la vía pública,1,SI,ANA GEOGHEGAN,Arbolado: con inclinación peligrosa,Árboles en la vía pública,7,-36.874.916,-60.332.443,10976,
2021,jueves,Finalizado,12/08/2021 09:21,24/01/2022 12:10,agosto,Animales domésticos: sueltos en la via pública,1,SI,SOFIA MARTINEZ,Animales domésticos: sueltos en la via pública,Veterinaria - Dir. de Bromatologia,165,-36.900.681,-6.029.895,10977,
2021,jueves,Finalizado,12/08/2021 09:30,19/08/2021 13:42,agosto,Estacionamiento: vehículos estacionados en lugar no permitido,1,NO,GUSTAVO SPALTRO,Estacionamiento: vehículos estacionados en lugar no permitido,Tránsito,7,-36.886.848,-60.324.158,10978,
2021,jueves,Finalizado,12/08/2021 11:11,20/08/2021 06:48,agosto,Otra situación no contemplada,1,NO,GUSTAVO SPALTRO,Otra situación no contemplada,Vialidad - Dir. de Control Urbano,8,-36.883.659,-60.299.618,10979,
2021,jueves,Finalizado,12/08/2021 12:03,19/08/2021 07:47,agosto,Reductor de velocidad: solicitar nuevo,1,SI,JULIO FERRARO,Reductor de velocidad: solicitar nuevo,Vialidad - Dir. de Control Urbano,7,-36.894.608,-60.299.747,10980,
2021,viernes,En proceso de resolución de revisión,13/08/2021 10:00,27/09/2021 10:00,agosto,Obras públicas,1,NO,IVAN ROBBIANI,Calles urbanas: calzada asfáltica con baches,Obras públicas - Dir. de Mantenimiento Urbano,45,-36.889.198,-60.311.321,10981,
2021,viernes,Finalizado,13/08/2021 10:07,23/08/2021 12:16,agosto,Control de plagas / roedores,1,SI,SOFIA MARTINEZ,Control de plagas / roedores,Zoonosis - Dir. de Bromatologia,10,-36.899.639,-60.298.309,10982,
2021,viernes,Cancelado,13/08/2021 12:01,17/08/2021 08:09,agosto,Obras públicas,1,NO,GUSTAVO SPALTRO,Otra situación no contemplada,Tránsito,4,-36.893.719,-60.323.349,10983,
2021,viernes,En proceso de resolución de revisión,13/08/2021 13:43,12/09/2021 13:43,agosto,"Parques, plazas y espacios públicos",1,NO,FABIAN RUBARE,Mobiliario: luminaria sin funcionamiento,"Parques, plazas y espacios públicos - Dir. de Desarrollo Urbano",30,-36.901.768,-60.349.636,10984,
2021,martes,Finalizado,17/08/2021 09:02,31/08/2021 09:37,agosto,Calles urbanas: calzada asfáltica con baches,1,NO,IVAN ROBBIANI,Calles urbanas: calzada asfáltica con baches,Obras públicas - Dir. de Mantenimiento Urbano,14,-36.902.431,-60.307.091,10985,
2021,martes,Finalizado,17/08/2021 11:30,24/01/2022 12:11,agosto,Animales domésticos: sueltos en la via pública,1,SI,SOFIA MARTINEZ,Animales domésticos: sueltos en la via pública,Veterinaria - Dir. de Bromatologia,160,-36.883.595,-60.310.249,10986,
2021,martes,En proceso de resolución de revisión,17/08/2021 19:54,17/09/2021 08:15,agosto,Obras públicas,1,SI,EMANUEL LAPORTILLA,Cloacas: daños a privados por obra pública,Obras públicas - Dir. de Contralor de Servicios,31,-36.910.835,-60.323.872,10987,
2021,miercoles,En proceso de resolución de revisión,18/08/2021 10:19,25/08/2021 10:19,agosto,Obras públicas,1,SI,EMANUEL LAPORTILLA,Cloacas: rotura de caño,Obras públicas - Dir. de Contralor de Servicios,7,-36.894.588,-60.339.878,10988,
2021,miercoles,En proceso de resolución de revisión,18/08/2021 11:15,07/09/2021 11:15,agosto,Obras públicas,1,SI,EMANUEL LAPORTILLA,Agua: rotura de caño,Obras públicas - Dir. de Contralor de Servicios,20,-36.886.593,-60.326.584,10989,
2021,miércoles,En proceso de resolución de revisión,18/08/2021 11:28,17/09/2021 11:28,agosto,Vialidad,1,NO,GUSTAVO SPALTRO,Reductor de velocidad: solicitar nuevo,Vialidad - Dir. de Control Urbano,30,-36.915.836,-60.319.538,10990,
2021,miércoles,Finalizado,18/08/2021 11:31,20/08/2021 12:36,agosto,Malezas o basura acumulada: en espacio público (veredas),1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio público (veredas),Higiene y control urbano - Dir. de Control Urbano,2,-36.886.154,-60.296.886,10991,
2021,miércoles,En proceso de resolución de revisión,18/08/2021 11:42,23/08/2021 11:42,agosto,"Parques, plazas y espacios públicos",1,SI,FEDERICO VIDAL,Césped: con falta de mantenimiento o riego,"Parques, plazas y espacios públicos - Dirección de Espacios Verdes",5,-36.901.768,-60.349.636,10992,
2021,miercoles,En proceso de resolución de revisión,18/08/2021 11:50,16/12/2021 11:50,agosto,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (baldío abierto),Higiene y control urbano - Dir. de Catastro,120,-36.874.554,-60.325.184,10993,
2021,miércoles,Finalizado,18/08/2021 12:25,20/08/2021 12:34,agosto,Agua: arrojo de aguas servidas domiciliarias a la via pública,1,SI,GUSTAVO SPALTRO,Agua: arrojo de aguas servidas domiciliarias a la via pública,Control ambiental - Dir. de Control Urbano,2,-36.890.228,-60.307.667,10994,
2021,miércoles,Finalizado,18/08/2021 12:27,23/09/2021 12:19,agosto,Barrido domiciliario: no hay barrido,1,SI,EMANUEL LAPORTILLA,Barrido domiciliario: no hay barrido,Higiene y control urbano - Dir. de Contralor de Servicio,36,-36.890.228,-60.307.667,10995,
2021,miércoles,Finalizado,18/08/2021 12:51,27/08/2021 08:11,agosto,Malezas o basura acumulada: en espacio público (veredas),1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio público (veredas),Higiene y control urbano - Dir. de Control Urbano,9,-3.691.037,-60.292.107,10996,
2021,jueves,Finalizado,19/08/2021 09:55,20/08/2021 12:39,agosto,Estacionamiento: vehículos estacionados en lugar no permitido,1,NO,GUSTAVO SPALTRO,Estacionamiento: vehículos estacionados en lugar no permitido,Tránsito,1,-36.978.222,-60.281.338,10997,
2021,jueves,En proceso de resolución de revisión,19/08/2021 11:28,29/08/2021 11:28,agosto,Obras públicas,1,SI,GASTON GARCIA,Obra en construcción: molestias ocasionadas a vecinos,Obras particulares,10,-36.907.616,-6.032.695,10998,
2021,jueves,En proceso de resolución de revisión,19/08/2021 11:31,26/08/2021 11:31,agosto,Árboles en la vía pública,1,SI,ANA GEOGHEGAN,Arbolado: pedido de extracción en via pública,Árboles en la vía pública,7,-36.904.949,-60.330.235,10999,
2021,viernes,En proceso de resolución de revisión,20/08/2021 11:38,19/09/2021 11:38,agosto,Obras públicas,1,NO,ANDREA LESCANO,Hidráulica: limpieza de zanjas o canales,Obras públicas - Dir. de Hidráulica,30,-36.893.574,-60.288.727,11000,
2021,viernes,En proceso de resolución de revisión,20/08/2021 12:54,04/09/2021 12:54,agosto,"Parques, plazas y espacios públicos",1,SI,FEDERICO VIDAL,Plantas: pedido de poda,"Parques, plazas y espacios públicos - Dirección de Espacios Verdes",15,-36.887.203,-60.297.516,11001,
2021,lunes,Finalizado,23/08/2021 10:05,24/08/2021 13:28,agosto,Otra situación no contemplada,1,NO,GUSTAVO SPALTRO,Otra situación no contemplada,Vialidad - Dir. de Control Urbano,1,-36.869.637,-60.324.417,11002,
2021,lunes,En En proceso de resolución de resolución,23/08/2021 13:20,18/08/2022 13:20,enero,Obras públicas,1,NO,JULIO FERRARO,Hidráulica: pedido de obra,Obras públicas - Pedidos de obra,360,-36.882.633,-6.034.264,11003,
2021,lunes,Finalizado,23/08/2021 13:29,24/08/2021 10:07,agosto,Nomenclador de calles: dañado,1,NO,GUSTAVO SPALTRO,Nomenclador de calles: dañado,Vialidad - Dir. de Control Urbano,1,-36.916.645,-60.322.598,11004,
2021,martes,Finalizado,24/08/2021 10:03,30/08/2021 10:49,agosto,Control de plagas / roedores,1,SI,SOFIA MARTINEZ,Control de plagas / roedores,Zoonosis - Dir. de Bromatologia,6,-3.689.502,-60.304.436,11005,
2021,martes,Finalizado,24/08/2021 10:29,25/08/2021 12:28,agosto,Estacionamiento: vehículos estacionados en lugar no permitido,1,NO,GUSTAVO SPALTRO,Estacionamiento: vehículos estacionados en lugar no permitido,Tránsito,1,-36.895.145,-60.344.528,11006,
2021,martes,Finalizado,24/08/2021 10:45,27/08/2021 07:27,agosto,Agua: arrojo de aguas servidas domiciliarias a la via pública,1,SI,GUSTAVO SPALTRO,Agua: arrojo de aguas servidas domiciliarias a la via pública,Control ambiental - Dir. de Control Urbano,3,-36.887.882,-60.342.598,11007,
2021,martes,Finalizado,24/08/2021 13:09,26/08/2021 13:20,agosto,Agua: arrojo de aguas servidas domiciliarias a la via pública,1,SI,GUSTAVO SPALTRO,Agua: arrojo de aguas servidas domiciliarias a la via pública,Control ambiental - Dir. de Control Urbano,2,-36.888,-6.032.626,11008,
2021,miércoles,Finalizado,25/08/2021 10:36,24/01/2022 12:11,agosto,Animales domésticos: sueltos en la via pública,1,SI,SOFIA MARTINEZ,Animales domésticos: sueltos en la via pública,Veterinaria - Dir. de Bromatologia,152,-36.891.975,-6.032.935,11009,
2021,miércoles,Finalizado,25/08/2021 11:45,03/09/2021 12:39,agosto,Recolección de residuos domiliciarios: no hay recolección,1,SI,EMANUEL LAPORTILLA,Recolección de residuos domiliciarios: no hay recolección,Higiene y control urbano - Dir. de Contralor de Servicio,9,-36.896.435,-6.032.531,11010,
2021,miercoles,En proceso de resolución de revisión,25/08/2021 12:09,14/09/2021 12:09,agosto,Obras públicas,1,SI,EMANUEL LAPORTILLA,Agua: rotura de caño,Obras públicas - Dir. de Contralor de Servicios,20,-36.887.951,-60.326.321,11011,
2021,miércoles,En proceso de resolución de revisión,25/08/2021 12:26,09/10/2021 12:26,agosto,Obras públicas,1,NO,IVAN ROBBIANI,Calles urbanas: calzada asfáltica con baches,Obras públicas - Dir. de Mantenimiento Urbano,45,-36.878.319,-60.329.781,11012,
2021,jueves,Finalizado,26/08/2021 11:39,26/10/2021 12:53,agosto,Recolección de residuos inertes (poda),1,SI,EMANUEL LAPORTILLA,Recolección de residuos inertes (poda),Higiene y control urbano - Dir. de Contralor de Servicio,61,-3.688.105,-60.314.011,11013,
2021,viernes,Finalizado,27/08/2021 09:32,07/09/2021 12:31,agosto,Control de plagas / roedores,1,SI,SOFIA MARTINEZ,Control de plagas / roedores,Zoonosis - Dir. de Bromatologia,11,-36.881.752,-60.331.932,11014,
2021,viernes,En proceso de resolución de revisión,27/08/2021 11:08,11/10/2021 11:08,agosto,Obras públicas,1,NO,IVAN ROBBIANI,Calles urbanas: calzada asfáltica con baches,Obras públicas - Dir. de Mantenimiento Urbano,45,-36.889.832,-60.320.717,11015,
2021,lunes,En proceso de resolución de revisión,30/08/2021 09:19,14/09/2021 09:19,agosto,Habilitaciones,1,SI,PILAR CIARDELLI,Falta de habilitación,Habilitaciones - Dir. de Habilitaciones,15,-36.915.421,-60.289.486,11016,
